,"v_1","v_2","v_3","v_4","v_5","v_6","v_7","v_8","v_9","class_id"
singing,-0.8974831105721736,-1.2152634912832088,0.8868190715396084,-0.5241115809782267,0.18544867870119977,0.2088810147642924,-0.775918935241998,-1.2640372122460186,-0.5574939407339462,6
touched,-0.810249491305726,-1.3598542663845223,0.5940403036662041,-0.35324788015438385,0.5324969590237324,-0.27902905246188864,-0.18914512058114658,-1.4932486052903986,0.028794853505391654,6
heart,-0.33599556279563364,-1.248183324277793,1.1021979465422538,-0.2113918490316995,0.6276633138353965,-0.435939185631195,-0.24987500298006948,-1.3728701889425645,-0.20479962375932548,6
frightened,-0.3516380475332626,-1.1944950153531257,1.1752483731734216,-0.5539467462961531,0.6071863295152391,0.1916612795868147,-0.23588343524103736,-1.0242278898261432,-0.29390908388084647,6
beheld,-0.4553948620781663,-1.236909673017806,0.9719407458295969,-0.10313387494865615,0.11507563971398936,-0.05138897884958894,-0.5978706551566446,-1.5685265766894632,-0.1051376193372349,6
fear,-0.7244634898572218,-1.0259140473792439,0.7239901201309457,0.46319475500298135,0.5513210549385614,-0.08532850172933114,-0.2681214288818793,-0.7654712718634012,0.2517969725274035,6
Dame,-0.43560730373834883,-1.1368102075291941,0.8135058172562778,0.45454710483177163,0.823917221534182,0.15118162163895882,-0.8840846762277361,-1.5136325248465134,0.007820622568251593,6
does;,-0.7864451755721824,-1.3166290945023378,0.6063260366437018,-0.1409862579577486,-0.1341762788974753,0.0003816083442939699,-0.611034876870521,-1.3633113702601418,-0.03163453916252655,6
weave,-0.7538882620875466,-0.9322699109774626,0.4380155168942628,0.39614360959960676,0.5921652304333346,-0.34989254471466763,-0.3307335027947393,-0.8580217530230705,-0.1924622646482114,6
separated,-0.8312935457024218,-0.6424831497871372,1.0266043092319794,0.26773168971361516,0.0017302097305768745,-0.2578205468524745,-0.9561763995921678,-1.1957022680886538,0.39128768943515074,6
lovely,-0.383053888203167,-0.9974957178434829,0.09619176799972799,0.32741772151663884,0.43499775806157015,0.03700403365483253,-0.7708161981988224,-1.1534110964958222,-0.3438483755304704,6
live,-0.6127203620443994,-0.9424234441531504,0.9127225053194534,0.3490460791677114,0.10197679662560925,-0.2673081984940161,-1.147569360293113,-1.3125542002358626,0.4049528559892229,6
gazed,-0.9309841026829554,-0.7150429161186649,1.1291628217649805,0.16152337620823223,0.3232720776963152,-0.1737724366879057,-1.0230498732636413,-1.2667982431187337,0.4608792396766444,6
bird,-0.9056271706883559,-0.733938586206084,1.0597565731697782,0.2249389757311402,0.15019330024639702,-0.31190115777175226,-1.0188912271066481,-1.272561790814273,0.3261886485904363,6
roots,-0.856882155932501,-1.116320307101508,0.9042367945091604,-0.4623565033725069,0.07132890883796482,0.26957923356112873,-1.1677189111674007,-1.185516497964086,-0.5181658082379297,6
neck,-0.6726634292255346,-0.7854110873422284,0.8832943732588138,-0.3659702263341516,-0.06408137645123398,-0.5304683452764252,-1.0752041934662164,-0.968342740193398,-0.2896525811625655,6
joyfully,-0.884763743085713,-1.4275419778970717,0.626681962139827,-0.18433585265032745,0.16536884174767758,-0.1305638992066103,-0.30945567485735553,-1.5236678548150597,-0.01923702252964163,6
in,-0.5240712925259124,-1.6165825844273458,0.8043284758866213,-0.14389740098636802,0.15032152909759108,-0.3699034878447638,-1.1670136092630914,-0.5117385093156726,-0.11271086667718726,7
It,-0.4712159663792581,-1.1312602004783612,0.2346997479459352,0.14378418272325372,0.5627341728179814,0.006274889351596045,-0.9804340853107907,-0.20512439383468165,0.6460850225792469,7
high,-0.22597851804610605,-1.3579522442791936,0.8495103361256537,-0.3094770384700645,0.09764859686698,0.05678455516360968,-0.6190463212483516,-0.16197871903239464,-0.043882927132840845,7
into,-0.46870519263626526,-1.1707860104772627,1.0852226653522248,-0.11185708807623562,0.2645610056727982,0.016220367115290783,-1.3051595855105815,0.023746152448336288,0.2785439566371033,7
power,-0.7860580061483222,-1.2192631709387725,0.1171902502031649,-0.12679841793085087,0.644385675099601,-0.06836685485904306,-1.2811171069300722,-0.25155069112376544,0.5352794108387832,7
standing,-0.9596064130983408,-1.3681318998637146,0.5871556553370495,-0.39419327838203555,0.5534449627661856,0.3121660537314754,-1.36459646437146,-0.3298457532948085,-0.21893436229404398,7
as,-0.7907778155026804,-1.5538682560569996,0.30162500921954294,-0.17620884850907464,0.5681645487469735,-0.021444113836342184,-1.4228041728517447,-0.3071232173548596,0.05301178936421589,7
knew,-0.97917640549172,-1.273230547840416,0.43314343714441256,-0.14057958668596213,0.5941224339433346,-0.08843997003488814,-0.9188211215337346,-0.28750467310228345,0.6877219431481651,7
pale,-1.1540828892090453,-1.1323054750152868,0.26229969445984164,-0.4019961770066732,0.6063548696572884,-0.004629277940614856,-0.8516622310087102,-0.2867581533107445,0.5243981138433255,7
Then,-0.5889205367917328,-1.3897417248526356,0.12559967276014905,-0.1529430011684242,0.7094446030404508,-0.06589905523830317,-1.480522269207039,-0.1203740009085103,0.11138160473054426,7
is,-0.6635134050258078,-0.7964597692069036,0.056165416375869186,-0.5698896877084477,0.8991415513783302,-0.0184751090879344,-1.3219775203715336,-0.31390468979750225,0.3966801149492197,7
handful,-0.689837915239784,-1.1582657715508222,0.8103689802465516,0.27146471242296294,0.2468729257970944,0.049135508432201394,-0.49440962974774405,-0.22276195765075713,-0.28057410255686344,7
much—so,-0.46727092472500653,-0.985938805641335,1.0073087777099747,0.016666010629925083,0.9224473173951759,0.19472246622653042,-1.5123679671899442,0.210773813352315,-0.13991727425806916,7
very,-0.6744130319274952,-0.9591999981922129,1.1568527614192357,0.1928986184311612,0.7769374268805833,-0.046235279765818905,-1.626347722426258,-0.31157992492104614,-0.07187911889312858,7
next,-0.8415694849458314,-1.1377904293585817,0.7363237469287339,0.1375689202860431,0.21197875301764152,-0.07588751616746037,-1.0102739421228129,0.02355237932286375,-0.1469618695269904,7
gloom,-0.7656970955964755,-1.1072362604504513,1.0679074849073478,0.03123076009169831,0.8245817220497246,0.6676180307097959,-1.0621226063573528,-0.162980205359357,-0.10318139450320175,7
afraid,-0.8344989456764375,-1.204152120241204,0.3969983092485658,-0.07846126117737673,0.9136816587689569,0.012060914158693281,-0.30988093726588956,-0.24943514652194596,0.26740845304828387,7
said,-0.7454684465342774,-1.3231757404386286,0.6226734956295563,-0.006429093499506072,0.35571530118906947,-0.08474715845149557,-0.7237251244398997,-0.34319332189000706,0.7037070386442345,7
like,-0.42940290107139134,-1.1977774844860123,0.21652096439149718,-0.0602883461026677,0.774975076391908,0.21661104042574147,-1.3352069246336393,0.13300006235929446,0.08445683488823857,7
place,-0.5759383202385743,-1.1420473689035848,0.11993546786001967,-0.40026396435438444,1.06134018281381,0.36596758087026526,-0.9115514933365975,-0.12258163378328857,-0.22813002540147717,7
your,-0.36100213042125634,-1.4147524004173309,0.9978344525618257,-0.15021009552267037,0.4300926685634314,-0.10949496923686641,-1.2622552177715265,0.1382575278053517,-0.16216736102694324,7
such,-0.5302031289338729,-1.192457911449825,0.93754060679416,-0.024023734323112896,0.6943988686405163,0.26094046934355014,-1.5474307596819288,0.11210839964271192,-0.099836530977149,7
well,-0.6626847197672363,-0.5990623849289063,1.0420645413669203,0.011444702374376477,0.06798134545575887,-0.07239542007440694,-1.1345933748398083,-0.3574416292754426,0.5833092205667845,7
gave,-0.9483124926750117,-0.893617966367471,1.2249306409833365,-0.28138105158624915,0.7930196850865988,0.17373579403243733,-0.5537984423766154,-0.3272258672173442,0.09328713051574081,7
forest,-0.2034198684069036,-0.8947611873206442,1.1058823467183851,0.406716356810224,0.7331284764978898,-0.2833960712469192,-0.7509424735716825,-0.2569898900985545,-0.10946281796092795,7
top,-0.5118478747445008,-0.9339167760083675,1.1796911421106617,0.3966464448159629,0.607494251008587,0.453710488428966,-1.1086399081454246,-0.3055069241278036,-0.37731343883354096,7
wanted,-0.8345049119488211,-1.301350422480432,0.4982638660100665,-0.31392039453294546,0.2072175426039091,-0.03381852821216264,-1.2756611452338036,-0.06933805455594172,-0.17818736267339802,7
gold,-0.6191489491231967,-0.9976430489001231,0.9672084438067551,0.29597160924561605,0.5762416092982174,0.6208725910645595,-1.1381420006447196,-0.0889260786193904,-0.25119298141747454,7
two,-0.6487228740269142,-0.6880585202371844,0.8296178104882225,0.026989984627840753,-0.07966856510764353,-0.2817508885783904,-1.3740018162076209,-0.2414795390906104,-0.3434238671256215,7
came,-0.5646214076217501,-1.5802787753845617,0.8613722133948453,-0.2251085188792845,0.7461315981122958,0.07429147734260097,-0.6147041558343544,-0.3697045867554476,0.5021181144524791,7
pass,-0.47058679266357806,-0.9540670313135577,0.9891212047595763,0.3095202315261159,0.9943172626365794,0.08627360571018057,-0.9683468683211292,0.106017841144618,-0.06066594662785627,7
sweet,-0.4412327157020795,-1.1083154533623716,0.37183507260770027,0.0814664919166526,0.4711861965633416,0.10808019503841496,-1.0414392931197771,0.23062951158892342,0.23827477903088085,7
found,-1.2436788713131628,-1.2687984093247497,0.4750532761912926,-0.2931813516751979,0.36238890638078325,0.04901636731550136,-0.7832929781190515,-0.3534058281859492,0.3050630229780497,7
home,-0.7786382622539676,-0.8491732976429297,0.9082124177690825,0.24172162116349774,0.9007580655079551,0.4702248192278439,-0.6392325405034476,-0.15896324131584186,-0.2344017710548053,7
deeply,-0.6310426860980635,-0.8723797762852745,1.185766047270513,0.13981068581876904,0.9791718919150612,-0.11427231412425963,-1.4765658031567521,-0.12380158949005987,-0.10139140698713374,7
there,-0.8120457140890402,-1.2197974472047848,0.7183677198115016,0.12284963454616499,0.35143342459875965,-0.06454622679557291,-0.8197588171837985,0.07777052198407257,-0.10377117576750122,7
dark,-0.6155246019715033,-0.9604426096639289,0.10968913799940329,-0.5670955380559314,0.8352911418766714,-0.061268184143051935,-1.182772475591423,-0.0875536703602508,0.4528583533926461,7
know,-0.4029147861880956,-0.9334848852073118,1.1716545936375216,0.38716471314996637,0.8446374258963102,0.3666771706110673,-0.9351648009516488,-0.37859441360759233,-0.3538860638793717,7
on,-0.89247955024088,-1.0348412155896383,1.372146740137893,-0.21505050740649995,0.7229985210692433,0.20103946253174193,-0.9540440764635114,-0.232292681930862,-0.017752376153538328,7
snip,-0.37223954837626066,-0.8135380866142097,0.006141886888834205,-0.15020198736936732,0.327124601917516,0.12658369982980452,-1.1086035749376844,-0.09177144798383753,0.37247011282212994,7
snap,-0.48660147268577547,-0.5898114193328342,1.0741596588691906,-0.08224585335879166,0.199889353889987,-0.14840007370375874,-1.2691729731461572,-0.2795809128092273,0.6031538531325932,7
they,-0.7050814224818938,-0.9446109369894669,0.8850913888701061,0.30396770212358054,0.7774142881356801,0.4761935357121237,-0.8559980456093083,0.07712854629223233,-0.1696946080192562,7
ground,-0.7818656332356403,-1.2372682533654713,1.151428298686158,-0.1618182176602875,0.49582402451947877,-0.28011160107683497,-1.4378991309983198,-0.29466174122810396,-0.4590125553133783,7
poor,-0.2831240111897486,-1.3701007631522097,0.23784040420083927,-0.09889866260311214,0.6769737169221385,0.42686854790750556,-1.3324470838103404,-0.03259998903852869,0.12007989214775931,7
hook,-0.581650852924918,-1.442575772750567,0.624230415181144,-0.2111533607849696,0.016800177895729903,-0.027755718329923938,-0.4531432693508729,-0.4025222986810634,0.2541227622072605,7
find,-0.6618739379298416,-1.3236341107195815,0.7833796300362738,0.4027424997785685,0.24598791814735324,-0.13375245052783793,-0.4310046117869628,-0.4997117115325532,0.09573785571212003,7
wouldst,-0.5508440224069606,-1.092105361161769,1.2255369913605012,-0.10402126505580873,0.6049925196697504,-0.16297008145053626,-1.502363853129494,0.03758115138727469,-0.2046045729420421,7
beside,-0.5593476024742591,-0.935646614538234,-0.037264838031115896,0.07625733749476461,0.13576542359743432,0.23901331334423462,-1.031747826734939,-0.15286233203615723,0.17616240172694708,7
despair,-0.4729277300008145,-0.7528338875647649,1.0941833553176008,0.338764733479361,0.2453928977308224,0.14105843827639705,-1.0663979122402503,-0.19289516101517018,-0.43486052990275675,7
seemed,-0.47646676910144004,-0.8334606774104061,0.15393390815880392,0.033277906504102235,0.19684089517330003,0.08615764604208372,-1.0248797948454311,0.09060429541436023,0.05714141367496862,7
afterwards,-0.47983251223438933,-1.574408182620484,0.9872808308737571,-0.20187021234404307,0.1504746468003257,-0.0006887004568901817,-0.4901542706257738,-0.3830700486040774,0.19006994417993844,7
a,0.30834402205333966,-0.9334474442814678,1.0755617048423982,-0.48311197650148174,0.9046718243023049,-0.042420642678932245,-0.9434038135010255,-0.2749420755474285,-0.5975814088998855,8
At,-0.015011337694501687,-0.7652996735773016,1.000398098577311,-0.6535536865117065,0.6473724777226665,0.10488618025401313,-1.5398832748422921,-0.1777649440109934,-0.4281956059709201,8
hoped,-0.32195870386313336,-1.148698726211125,1.1216577838472583,-0.08903974989157497,0.5350039565065182,-0.06504233282372522,-1.5550010119783846,0.16943025822387736,-0.21430411707157448,8
about,-0.5606404158181614,-0.9848710195617464,0.6539626521972062,-0.4858612360910443,0.4900116677859444,-0.089460901038462,-1.2120737258387473,-0.24180974706834849,-0.9568383984791207,8
people,0.027152726205456813,-1.0558212457659961,0.3607484351651408,-0.3400876104949597,1.0079663037522066,0.1784658288472963,-1.0479018986214181,0.30181184283475704,-0.3145829556060955,8
seen,-0.11734647568074141,-1.0867864094659472,0.5939471744513481,-0.25403608368479175,0.6258693095712123,0.09448088995341923,-1.51295102517841,0.29642347139795144,-0.3252209561851067,8
most,0.21873720836948757,-0.6676220294720255,0.7181038481543565,-0.205149746883605,0.7764086798674134,-0.285685843678131,-0.5217911190291831,-0.11249149489789997,-0.5910265704644266,8
she,0.15727906717820467,-0.9326767218621119,0.46396202579382795,-0.4279252404103531,0.7625428019196324,0.0950240675562837,-1.0803249642333057,0.29014087403096483,-0.5512667804109818,8
rampion,-0.481529562337769,-1.1327437129790496,0.4218931716160236,-0.5390475452417992,0.5340331705965741,0.04908768509746608,-1.5109659653504945,0.03911158949725736,-0.2614572441694224,8
every,0.3627144253176734,-1.0597479236440785,0.5522359576270922,-0.4310641972014621,0.3984204978107904,0.02346202918480974,-1.4410018354410312,-0.455476362807046,-0.15519012482445274,8
get,-0.28394297439618094,-1.364840597190985,0.5354521561589878,-0.589049417224406,0.5992120642207011,-0.2726204756953408,-1.535847769756572,-0.5485235181765589,-0.6156834349179378,8
I,-0.3226158536790862,-1.1218390993049,0.9884412061508765,-0.5146889620355464,1.213907486576423,-0.39946696451690483,-1.465724297451622,-0.26778203291485775,-0.307053831985372,8
thyself,-0.1703638005004784,-1.4237047767377182,0.6330819571945887,-0.5397410511373414,0.5983011268235291,0.09988566026327289,-1.5876271424441413,-0.36992353599612,-0.4851516520333203,8
In,0.2629100341013614,-1.0652125511570827,0.8225903428927567,-0.5167205932321332,0.44003370320060864,-0.025573857353241577,-1.2130946623760952,0.0586527306942727,-0.5276374286532322,8
over,0.0004057505823248139,-0.9224010531164324,0.5171259028634062,-0.36416733865493717,0.9538557167324639,-0.04967424106448404,-1.1159225495814415,0.30763220826897436,-0.3920204031776691,8
took,-0.1547235175097195,-0.7492274997706321,0.4140897893156333,-0.3451858781370604,0.39610855871955936,-0.47385716361139063,-1.4122791278547147,-0.06685362993007284,-0.2608949523688934,8
his,-0.4025989765402517,-1.360786642020302,-0.09745887808758874,-0.4282760225268059,0.8451240594798359,-0.19480210264202058,-1.2084907230569428,-0.6015837310581351,-0.213437925936711,8
three,0.19252895764108963,-0.4815479235850425,0.46385312597666334,-0.47951851523944816,0.48631106424450543,-0.010538077838216855,-1.1145820341935826,0.017255511504342295,-0.2038473663213885,8
again;,0.2567597067607826,-0.6604920907177038,0.3394392477488019,-0.2778477007530757,0.5293342345858664,0.2406248801096641,-0.9537628494511626,-0.044130190416202454,-0.2937691462973367,8
How,-0.11368880315928266,-1.2558245891956068,0.6935253676055712,-0.30217249391556933,0.6592177855198902,0.03766169535212925,-1.1533981451099826,0.23640021502490452,-0.47988347883344296,8
thief,-0.592668107926792,-1.05422871141476,0.4803906199124723,-0.22725437879522856,0.1358023852602306,0.169169855648225,-1.4903840574277132,-0.3047360106122513,-0.7044391585087105,8
died,-0.28769713610233555,-1.382420283963014,0.44740073210027564,-0.5199310055686004,1.029849093118525,-0.01577865322879495,-1.4223710450497689,-0.02652006558302305,-0.2887440962472566,8
allowed,-0.15279092470022396,-1.0138541670678327,0.5256114618934706,-0.28843561236480575,0.8808561070367893,0.23392585241029978,-1.3861213102959093,0.3731128994490182,-0.2902701268975542,8
softened,0.054358275579316745,-1.319793503760869,0.7114488375009361,-0.43329831008668035,0.5818566425926247,0.009169499236780525,-1.3319878666206484,0.10144856386920523,-0.4077257726486903,8
give,-0.374661432317268,-0.8347677826620682,0.5232738119880511,-0.7500517569349082,0.5625472403596659,0.36223698386525954,-1.3058080398133545,-0.019341184278407267,-0.46931394473341853,8
name,-0.019338864184195188,-0.9801332060840662,1.0722729660031058,-0.27999962192166883,0.5236411400052221,-0.03236029965222234,-1.4781237464693087,0.1656319927024309,-0.39022145430453786,8
Rapunzel,0.1607794490827729,-0.9003531857498412,1.1359638350777936,-0.4313836217091809,0.6863910161548002,0.07450868125344966,-1.1879740889350485,-0.05620069615871909,-0.514153853059487,8
beneath,0.08832238111569776,-0.9018553225334585,0.3565964391659591,-0.21036765701163407,0.7129531862233843,0.19424933038861822,-1.0350784962050188,0.20668051185286046,-0.6505677524647542,8
ells,-0.03250874263681961,-0.5939022933997994,0.767727515814737,-0.8030387687074839,0.35607270335830915,-0.07459050446839505,-1.379621180978776,-0.261567795591407,-0.3519536549911718,8
King's,-0.3062505833382888,-0.773956254343881,0.9827238831572802,-0.0007097786872353601,1.229565885264368,-0.24401464341030346,-1.3357484710149687,-0.04174983328549073,-0.04728129390989917,8
song,0.4331851076023086,-0.8593045734640787,0.878900924659032,-0.39382484340893903,0.6890470120034976,-0.07455244050560707,-0.6817627438416782,-0.1587032732400144,-0.6533942871977056,8
time,-0.381835460752919,-0.7232390809935197,0.7719534371126238,-1.086810220505325,0.3978607049562718,0.2428586915322283,-1.2293327850758629,-0.5861223296998468,-0.5110218291525556,8
Once,-0.045732899709692576,-1.0014150038361942,0.8061850949648209,-0.015938161421895237,0.63567992900925,-0.06355353288264465,-1.4490484034193485,0.1811151071944049,-0.34405727646866596,8
told,-0.45088114769962306,-1.1033499655789745,0.257639305169975,-0.50509289649123,1.0811117508470354,0.2706185147385837,-1.1095864826952986,0.13431947873366554,-0.24991878938797873,8
stirred,-0.5177485336082162,-1.1445163660649793,0.788076832021005,-0.3661513871337057,0.895612024723876,-0.30803736186142167,-1.5667864500814495,-0.4489415366526549,-0.7443327433124961,8
love,-0.01764762574072651,-0.7090402284915615,0.7596763230346888,-0.4933063585961947,0.5134365816513181,-0.14359754186010598,-1.4913950079720122,0.03964884244886957,-0.5657711199599667,8
remarked,-0.5460133730930932,-0.9796704107752158,0.5308230438818532,-0.27651822899444833,0.16915158118935775,-0.24374332808536392,-1.5806620921851704,-0.11607149300372585,-0.44111069536577363,8
moment,0.10483978458124704,-0.7212718791254655,0.6890171528364654,-0.19159727817855962,1.12818567458728,-0.07533425921650505,-0.7324455469027736,-0.1983137652489799,-0.6518405058103585,8
pitiless,-0.4112451099598589,-1.2100318766015268,0.2668750406953172,-0.2795737503035207,0.38287280882534347,-0.27130543023505904,-1.5809579420140962,-0.09954955687124119,-0.22558867400929372,8
grief,-0.2996514772474113,-0.6643440541097781,0.841421589618091,-1.077345884375284,0.5098569190585538,0.14526516207833073,-1.2901686769484664,-0.4247432057945139,-0.287484352955421,8
cast,-0.307862294493769,-1.2210118073935499,0.8600937418774487,-0.3835927918568264,1.1160262533248508,-0.2754096109062975,-1.602916383316226,-0.18319862076607685,-0.44740587623963934,8
Aha,0.01634990262141137,-1.0127040782750503,0.33038588036664046,-0.18905795227298544,0.7513922640418931,0.06566657527880312,-1.125940787079528,0.12582801549896794,-0.6488312710871705,8
pain,-0.19966216607581141,-0.7894069264559036,1.0351252379379323,-0.5103424688572671,1.2275258292875537,-0.17711490571568253,-1.5231862838925811,-0.16652466347572847,-0.24012725842152355,8
life,0.08861579173541188,-0.9791651514743345,0.3665880907469413,-0.2894630536016596,0.878440761128796,0.16938945613687625,-1.054584813682195,0.26865647909447743,-0.545106093753718,8
loss,-0.10827886011082992,-0.9596577223991488,1.0673603805359495,-0.4946174626664206,1.2041857916506988,-0.33209017736206176,-1.4401817012318912,-0.1477977866804174,-0.3086924555743072,8
Thus,-0.31205474909154723,-0.9263475004595845,0.6425702360593627,-0.49592990100800133,0.31909941799399205,0.0883658442842032,-1.3266482320738948,-0.0866591777226455,-0.8849845681168278,8
wretchedness,0.0937727404915083,-0.7222811921361996,0.6871926418719813,-0.22544296930457394,0.6862285528225219,-0.2667001800583355,-0.7145693586715157,-0.07376117313190209,-0.7757402324434892,8
again,0.4954383627987611,-1.018534700475204,0.8808165367543042,-0.5622639155552018,0.6437214907957335,-0.02132919914371253,-0.7849609646821667,-0.23531609988874125,-0.46963818560988324,8
God,-0.9650890670900302,-0.8779903712563715,0.9545514214114897,-0.2740997131448782,0.7851324556723754,-0.5425451969424789,-0.9124527284428202,-1.1384844324890806,-0.6622801201071526,9
little,-0.45323660954748796,-0.767214691461889,0.3738150000118455,-0.3589504929155401,0.6519898702931926,-0.11747288698321,-1.0818211874739045,-0.979191774051954,-1.0060743327349038,9
window,-0.40177051413326353,-0.6174937266963029,0.5921415255339775,-0.11693699602482785,0.4440449439194497,-0.24464053238564998,-1.5785991806743596,-0.7531064046707198,-0.7499082104167003,9
at,-0.1270943296397643,-0.8690140101765338,0.0821463655272018,0.30463182492490765,0.9333751956522667,-0.2656506908215343,-0.8415313277725324,-1.1660963845538463,-0.28674695207588435,9
which,-0.5230136817245556,-0.7491559081246739,0.3263648519473875,0.015156225910321479,0.6242237425583395,-0.23672010155450685,-1.0882828773436228,-0.9382966842568425,-0.9854999010598088,9
by,-0.471240974834681,-0.6453677612401832,0.6920289915350675,0.07143572425886185,0.03457473387939723,-0.4948596313279124,-1.1661990215451628,-0.6924911566209504,-0.7637412098327502,9
it,-0.069346562551624,-1.0526898803073372,0.5527207010651956,0.016917405728062454,1.059424201392811,-0.7457108322333346,-1.1255559604426515,-0.9191796764076638,-0.34507417327222534,9
One,-0.699420256374729,-0.4646453052510181,0.8344832918585231,0.513866204404834,0.6450922681424762,-0.31610537899189356,-0.736260164075682,-0.9341152496863184,-0.5329113171939085,9
down,-0.7018024808667598,-0.8533703246841992,1.2599523228155267,0.32802384080701597,0.43349562096243033,-0.3774642011922359,-1.265592491846635,-1.0760122509592551,-0.3823957044772258,9
(rapunzel),-0.4227269748348844,-0.9897990107251149,1.3059883516124613,0.13276844155993678,1.1181397091136378,-0.3277158496430697,-0.9411097844171673,-0.4331668159940081,-0.3286806268826315,9
away,-0.6060750257653926,-1.2910065604386687,0.5776411002214344,-0.4331345665486798,0.6430856632877608,-0.39808667844491996,-1.2689591492255978,-0.7234323125835934,-0.8792816784252637,9
husband,-0.9790711369765074,-1.0009605574273464,0.7566990901675757,-0.1755080686954089,0.3747659996982923,-0.5587644765354522,-1.1077201208847571,-1.0547325140454706,-0.7412097069513095,9
die,-0.1664044775180862,-0.5004545328747683,0.7417584600938696,0.31885085104218214,1.1436988159447457,-0.5693721750341965,-0.7872589720308183,-0.8289540767646789,-0.47438934298535446,9
cost,-0.159621809521531,-0.48418822672915557,0.5607380961463094,0.3364060645688736,1.0551583199178571,-0.36420967647301095,-0.8152442113047516,-0.979706571726472,-0.6456790145387089,9
himself,-0.580786433797374,-0.7249077716738529,1.0535913161957327,-0.19186493881032637,0.9466599189943387,-0.6632668883758593,-0.8479735365066302,-1.2432445117919986,-0.5131747898878923,9
look,0.0852894804773945,-0.9946406408459133,1.1389443586247345,-0.14816655913141633,0.8105337820448479,-0.8306193106216243,-0.6785218837135388,-1.0534717018558644,-0.15735223372578191,9
only,-0.5204623788215275,-0.48170743764463775,0.6272242572257878,0.35082153634636476,1.0406781020125373,-0.41250744747936824,-0.6635851619964709,-0.9913556231037176,-0.5419263082097838,9
longing,0.01617904954194309,-0.6302657057153939,0.7384100936764523,-0.055426879126536564,1.3258013607005923,0.047582219988240096,-0.9541017546607731,-0.7214670279990462,-0.6671038642345284,9
wilt,-0.7267167321500902,-0.518911309591159,0.8499615472825247,0.5554087337502825,0.7181743697835519,-0.3776611465022258,-0.8266397463694998,-1.0417725091165244,-0.44747477791687057,9
old,0.06467342868458634,-0.716210746139586,1.0410076695334372,-0.038612481882586216,1.1357556763584395,-0.7995928319327572,-0.9959946274608594,-1.005054171985517,-0.1737045330184843,9
neither,-0.8375405595930847,-0.9224111593890784,0.8811251675589398,-0.11380365739220587,0.24421084989126413,-0.4078463823073679,-1.167055550869373,-0.829557508901884,-0.8682923184604081,9
wound,-0.7985498906143876,-0.7124666246656389,1.1121977208125406,0.4998829135862896,0.5991809598933744,-0.2707580141060642,-1.083242424404511,-1.149333193144158,-0.2463798075931413,9
them,-0.3104801686613218,-0.6929103412918751,0.6701786870829101,-0.2537857600697033,1.2385575504705946,-0.08954067198801327,-1.2282766909299203,-0.9089110127256685,-0.7892526881409164,9
After,-0.017307240436519794,-0.3817064779483926,0.7526128496663697,0.4108180760177045,0.4616841871700258,-0.4921814911011766,-0.8365745273152361,-1.071424785815346,-0.3057670986993516,9
or,-0.44526601146276445,-1.3740944362650875,0.35279370041377595,-0.624861371916795,0.6475725330202831,-0.21243211837098988,-1.2616943620026277,-0.8333056923524259,-0.7234911400050729,9
resound,-0.4158248128692059,-0.584509890939402,0.5125089028744215,0.4189792324742328,0.9693047878632797,-0.26440789222652544,-0.7549043842801012,-1.2787858400124472,-0.5014080475716074,9
fortune,-0.40928765805841816,-0.6323115113256639,0.5994525029507245,0.049225882438299534,0.38523884725110236,-0.3298906996972972,-1.377103003056695,-0.7131139313970012,-0.9345708548251956,9
grow,-0.4966915566355767,-0.939640180485617,0.9026795808755376,-0.06844657809614826,0.7776567233638343,-0.6079856348190641,-1.4494079324404996,-0.6810502945057825,-0.7807496045476447,9
skein,-0.6875158560038226,-0.9557389689116197,1.2729185478265694,0.33651249147798673,0.7628360479243682,-0.23986900463445282,-1.3181120732797533,-0.6267409875168003,-0.3474746273976672,9
should,-0.02468726139115255,-0.4938050080000067,0.9654551636160768,0.06353131949915133,1.2215769078033258,-0.6889796475287083,-0.7959853744806448,-1.1052263918981373,-0.35922398285568613,9
nothing,-0.0176149861783277,-1.2534139271965337,0.2755181883354196,-0.32898027659424656,1.1150064403700575,-0.3901582864364674,-1.1368627750972937,-0.8934640284543321,-0.3866693289842466,9
you,-0.4443055703838321,-0.7792111849500587,0.3489108802272914,0.050551329959885156,0.695393577810625,-0.08861573045856228,-0.9875118666306993,-1.2783074883879324,-0.8302504199872861,9
heavier,-0.5323504481723456,-1.291168695059114,0.5182507062604742,-0.558189864427837,0.4446471518520799,-0.06502324068089847,-1.0375106632374314,-1.0075898986635738,-0.7625035759136304,9
twice,-0.3565325586423149,-0.7728746821547117,0.6534256831021772,-0.21713896169488142,0.5243040370871185,-0.5159995957618712,-1.5947098486658058,-0.4765795459707321,-0.5908065014555284,9
desert,-0.16793166706162913,-0.8264354601318712,0.3428323192617818,-0.18850246652161662,0.7862448247092979,-0.13789883150025983,-1.0207401985660025,-1.0095846468864993,-0.9328419728369322,9
dearest,-0.3725833278154199,-0.12275225197966948,0.8500783658358834,0.04624094754736077,0.36471172729855234,-0.1686468418739436,-0.4911922280577929,-0.8012904047275673,-0.5403547130579611,9
nest;,-0.4813153824031893,-0.8224873628673908,0.8832741767756902,-0.09913554216479063,0.5570322656907201,-0.45318786940140854,-1.5940159646468028,-0.8178373571692098,-0.7555197607380995,9
